_key,id,positive ratings,negative ratings,total reviews,rating percentage,info/0/id,info/0/category,info/0/cover,info/0/first_release_date,info/0/platforms/0,info/0/platforms/1,info/0/slug,info/0/summary,info/0/url,info/0/aggregated_rating,info/0/aggregated_rating_count,info/0/game_engines/0,info/0/game_modes/0,info/0/game_modes/1,info/0/game_modes/2,info/0/involved_companies/0,info/0/involved_companies/1,info/0/involved_companies/2,info/0/involved_companies/3,info/0/involved_companies/4,info/0/multiplayer_modes/0,info/0/multiplayer_modes/1,info/0/multiplayer_modes/2,info/0/multiplayer_modes/3,info/0/platforms/2,info/0/platforms/3,info/0/platforms/4,info/0/platforms/5,info/0/platforms/6,info/0/platforms/7,info/0/platforms/8,info/0/platforms/9,info/0/player_perspectives/0,info/0/storyline,info/0/game_localizations/0,info/0/game_localizations/1,info/0/game_modes/3,info/0/status,info/0/involved_companies/5,info/0/involved_companies/6,info/0/involved_companies/7,info/0/involved_companies/8,info/0/platforms/10,info/0/platforms/11,info/0/platforms/12,info/0/platforms/13,info/0/platforms/14,info/0/player_perspectives/1,info/0/player_perspectives/2,info/0/remakes/0,info/0/game_engines/1,info/0/game_engines/2,info/0/platforms/15,info/0/remasters/0,info/0/game_engines/3,info/0/remasters/1,info/0/player_perspectives/3
Spooky's Jump Scare Mansion: HD Renovation,29842,"2,939",121,"3,060",91.94%,29842,9,86442,1488326400,6,48,spookys-jump-scare-mansion-hd-renovation,"Can you survive 1000 rooms of cute terror? Or will you break once the cuteness starts to fade off and you're running for your life from the unspeakable hideous beings that shake and writhe in bowels of this house? They wait for you, they wait and hunger for meeting you.",https://www.igdb.com/games/spookys-jump-scare-mansion-hd-renovation,,,,1,,,67085,,,,,,,,,49,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinkum,120322,"19,717","1,229","20,946",91.92%,120322,0,266887,1657756800,6,,dinkum,"G’Day! Get ready to start a new fair Dinkum life and build your new home out in the bush. Explore tropical eucalyptus forests, scorching deserts and cool billabongs on an Island inspired by the wild Australian outback. Take care of giant wombats, play with friends and get ready for a ripper time!",https://www.igdb.com/games/dinkum,,,,1,2,3,157868,157869,,,,,,,,,,,,,,,,3,,,,,4,,,,,,,,,,5,,,,,,,,,
Fallout,17,"19,707","1,230","20,937",91.92%,17,0,91143,984614400,6,14,fallout-tactics-brotherhood-of-steel,"This is a Tactical Squad-Based Combat comes to the Fallout Universe. You are the wretched refuse. You may be born from dirt, but we will forge you into steel. You will learn to bend; if not you, will you break. In these dark times, the Brotherhood - your Brotherhood - is all that stands between the rekindled flame of civilization and the howling, radiated wasteland.

Your weapons will become more than your tools, they will become your friends. You will use your skills to inspire the lowly and protect the weak... whether they like it or not. Your squadmates will be more dear to you than your kin and for those that survive there will be honor, respect and the spoils of war.",https://www.igdb.com/games/fallout-tactics-brotherhood-of-steel,,,,1,2,,5221,5222,265827,265828,,,,,,,,,,,,,,3,,32251,,,,,,,,,,,,,,,,,,,,,,
FINAL FANTASY IX,205673,"10,293",583,"10,876",91.92%,205673,11,402535,1505779200,48,49,final-fantasy-ix--2,"The console versions of Final Fantasy IX mainly brought technical improvements in addition to some other minor changes. The anti-aliasing is slightly better than the PC version, the UI of the battle menus have been reduced so that it takes less space on the screen and you can also play poker after you beat the game.",https://www.igdb.com/games/final-fantasy-ix--2,,,,1,,,175940,175941,175942,,,,,,,130,,,,,,,,2,"Taking place on planet Gaia, the story follows a thief named Zidane Tribal, a member of a thief troupe who is tasked to kidnap the princess of Alexandria, Garnet Til Alexandros XVII. He teams up with her and a team of allies to stop Queen Brahne and her ally Kuja from waging a war with an army of black mages.",,,,,,,,,,,,,,3,,,,,,,,,
Little Busters! English Edition,291096,813,14,827,91.92%,291096,11,368061,1509494400,6,,little-busters-english-edition,"Capturing the hearts of countless fans since 2007, Little Busters! is an emotional visual novel from Key, the minds behind Angel Beats! and CLANNAD. This special English release supports touch controls and dynamic switching between English and Japanese text, and is in HD for the first time on PC.",https://www.igdb.com/games/little-busters-english-edition,,,814,1,,,257895,257896,257897,,,,,,,,,,,,,,,5,"Riki was a child when his parents died, leaving him hopeless and depressed. What saved him was a group of four kids calling themselves the Little Busters. They took Riki out and played with him during his time of need. He really enjoyed being together with them, and his grief gradually faded away. Now in his second year of high school they still hang out, fight and live together, and enjoy their school life.

Little Busters! contains several mini-games, including a baseball practice game and a duel battle system.",34165,,,,,,,,,,,,,,,,,,,,,,
Purrfect Apawcalypse: Love at Furst Bite,170649,661,8,669,91.92%,170649,9,262771,1613433600,3,6,purrfect-apawcalypse-love-at-furst-bite,"Olive is trapped in school in the midst of the apocalypse! With demons slaughtering every dog in sight there's only so many left to spend time with! Will their special someone be Brownie the snack-loving corgi, Sparky the sporty husky or Patches the dalmatian bookworm? You decide!",https://www.igdb.com/games/purrfect-apawcalypse-love-at-furst-bite,,,,,,,268678,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloomwood,134127,"5,314",263,"5,577",91.91%,134127,0,154441,1662336000,6,,gloomwood,"Trapped in a dark, Victorian city consumed by an ancient curse, you must plan your survival and daring escape using nothing but stealth, an arsenal of eccentric weapons, and your wit in this haunting adventure inspired by the immersive sims and survival horror greats of the late 90s and early 2000s.",https://www.igdb.com/games/gloomwood,,,,1,,,186130,186131,186133,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,
Quake III Arena,355,"3,430",150,"3,580",91.91%,355,0,91135,944092800,3,6,quake-iii-arena,"Welcome to the Arena, where high-ranking warriors are transformed into spineless mush. Abandoning every ounce of common sense and any trace of doubt, you lunge onto a stage of harrowing landscapes and veiled abysses. Your new environment rejects you with lava pits and atmospheric hazards as legions of foes surround you, testing the gut reaction that brought you here in the first place. Your new mantra: Fight or be finished.",https://www.igdb.com/games/quake-iii-arena,86.66666666666667,3,56,1,2,,1073,1074,1075,1076,1077,21324,,,,8,12,14,23,,,,,1,,,,,,1078,1079,1080,269877,,,,,,,,,,,,,,,
COCOON,204627,"5,893",300,"6,193",91.90%,204627,0,226907,1695945600,6,48,cocoon,"Cocoon is a unique take on the puzzle adventure genre, where each world exists within an orb that you can carry on your back. Wrap your head around the core mechanic of leaping between worlds—and combine, manipulate, and rearrange them to solve intricate puzzles",https://www.igdb.com/games/cocoon,89,7,,1,,,218885,218886,241308,,,,,,,49,130,167,169,,,,,3,"Interact with alien environments and biomechanical devices left behind by an ancient civilization. Journey through unique and diverse biomes, from industrial structures to massive organic caverns, and discover how they are connected to one another.
Each orb has an ability that can be unlocked, thereby turning the orb into a unique tool for you to utilize within other worlds. Use these abilities to uncover hidden pathways and objects, fire projectiles to trigger switches, and more.",29833,,,,,,,,,,,,,,,,,,,,,,
DRAMAtical Murder,22492,"2,843",117,"2,960",91.90%,22492,0,223145,1332460800,6,,dramatical-murder,"Dramatical Murder is set in the near future on the fictional island of Midorijima (碧島), Japan. At some point in the game's recent history, the island was privatized by the powerful Toue Konzern (東江コンツェルン, Tōe Kontserun) and turned into a resort called Platinum Jail (プラチナ・ジェイル, Purachina Jeiru), with the island's original residents being forced to live in the Old Residential District (旧住民区, Kyū-Jūmin-ku). Protagonist Aoba Seragaki lives on the island and works at a store named Junk Shop Mediocrity (平凡, Heibon), hoping to live a simple life. However, after being forcefully dragged into the popular cyber game Rhyme (ライム, Raimu) with its virtual world and its use of Allmates (オールメイト, Ōru Meito), mobile devices that usually appear as if they are the owner's pets, and hearing rumors about disappearances involving Ribstiez (リブスティーズ, Ribusutīzu), turf wars between groups, all semblance of a peaceful life for Aoba ends.",https://www.igdb.com/games/dramatical-murder,,,,1,,,38495,123623,,,,,,,,,,,,,,,,5,,6012,,,,,,,,,,,,,,,,,,,,,,
Moonring,266774,"1,752",58,"1,810",91.90%,266774,0,337245,1695859200,6,,moonring,"A dark fantasy, turn-based, retro-fusion of classic turn-based RPGs and roguelikes, all presented with a unique neon aesthetic.",https://www.igdb.com/games/moonring,,,520,1,,,281651,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,5,,,,,,,,,
Fear & Hunger,114110,"12,537",738,"13,275",91.89%,114110,0,275360,1544486400,6,14,fear-and-hunger,A dark fantasy survival horror RPG in which players must uncover the secrets of the dungeon of Fear & Hunger.,https://www.igdb.com/games/fear-and-hunger,,,448,1,,,233513,233514,,,,,,,,,,,,,,,,3,"Fear & Hunger is a horror dungeon crawler set in the dark and hopeless dungeons of fear and hunger. Four misfortuned adventurers dwell deeper and deeper to the darkness and uncover the secrets this ancient fortress holds inside. The fortress works as an ancient nexus for different planes of existence. The depths are in an eternal turmoil as both old and new gods struggle for power, it’s up to the players to choose their position and stance in all of this.",,,,,,,,,,,,,,,,,,,,,,,
Floating Point,13219,"3,603",161,"3,764",91.89%,13219,0,81330,1402012800,3,6,floating-point,"Floating Point is a free, peaceful game about using a grappling hook to swing yourself gracefully through randomly generated spaces. In the air, you're fighting gravity. When you splash down beneath the water, you're fighting your own buoyancy to swing yourself further into the depths.

The only objective is to collect points, and the only thing that increases your points is swinging swiftly, smoothly and elegantly without hitting anything. As you pick up momentum, you start to glow, the bars you're collecting rise up, the music kicks in, and your trajectory burns a bright red line in the air, drawing huge, beautiful mathematical curves of your arcing flight.

Also the name is a pun, so that's cool.",https://www.igdb.com/games/floating-point,,,,1,,,96827,,,,,,,,,14,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Crypt Custodian,252362,879,17,896,91.89%,252362,0,307699,1724716800,6,48,crypt-custodian,"Crypt Custodian is a charming metroidvania about cleaning up the afterlife. Play as Pluto- a mischievous cat who has died, and is sentenced to be the afterworlds janitor... forever! Hang out with other doomed ghosts, battle beasts, and explore a vastly expansive landscape.",https://www.igdb.com/games/crypt-custodian,80,2,,1,,,280699,280700,280701,,,,,,,49,130,167,169,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
A Plague Tale: Innocence,27316,"56,129","3,927","60,056",91.88%,27316,0,74261,1557792000,6,48,a-plague-tale-innocence,"A Plague Tale: Innocence, on PlayStation 4, Xbox One and PC, tells the grim story of two siblings fighting together for survival in the darkest hours of History. This new video game from Asobo Studio sends you on an emotional journey through 14th-century France, with gameplay combining adventure, action and stealth, supported by a compelling story. Follow the young Amicia and her little brother Hugo, who face the brutality of a ravaged world as they discover their purpose to expose a dark secret. On the run from the Inquisition's soldiers, surrounded by unstoppable swarms of rats incarnating the Black Death, Amicia and Hugo will learn to know and trust each other as they struggle for their lives against all odds.",https://www.igdb.com/games/a-plague-tale-innocence,80.86666666666666,17,1456,1,,,69102,267021,,,,,,,,49,167,169,,,,,,2,,24057,,,,,,,,,,,,,,,,,,,,,,
EARTH DEFENSE FORCE 5,27283,"9,772",553,"10,325",91.88%,27283,0,213729,1512604800,6,48,earth-defense-force-5,"Stand and fight for humanity. This arcade shooter takes place in the year 2022, as the Earth Defense Force fends off an all-out attack by unknown life forms. Become an EDF soldier, battle against endless hordes of immense enemies, and restore peace to the earth.",https://www.igdb.com/games/earth-defense-force-5,67.11111111111111,11,,1,2,3,70239,82390,82391,,,9647,,,,,,,,,,,,2,,6431,19954,,,,,,,,,,,,,,,,,,,,,
Bramble: The Mountain King,152124,"4,382",208,"4,590",91.88%,152124,0,299377,1682553600,6,48,bramble-the-mountain-king,"Bramble: The Mountain King is a grim adventure set in a world inspired by dark, Nordic fables.

Explore the beautiful yet dangerous and twisted land of Bramble in your endeavour to rescue your sister. Traverse a wondrous landscape and survive deadly encounters with Bramble's many hideous creatures.

Not everything in Bramble is exactly how it seems - in this strange land with creatures big and small, you must be careful when to approach and when to hide. Many hungry and spiteful beasts lurk in these forests and caves. Watch your step....",https://www.igdb.com/games/bramble-the-mountain-king,68,1,6,1,,,138590,,,,,,,,,49,130,167,169,,,,,2,"A shy boy and his adventurous, older sister sneak out from their home at night and wander deep into a nearby forest. As they explore an old ancient ruin, the ground suddenly collapses, and they tumble down through a sinkhole to the lost and magical world of Bramble.

Together, they explore Bramble, and befriend curious and strange spirits. However, not all of the creatures that they meet are friendly. The siblings are taken by surprise as a huge troll traps them. The troll abducts the sister, leaving the younger brother lost in despair.

Without his older sister and role model, the shy boy is lost. He needs to find strength inside of him and grow up fast in order to face all the horror and monsters ahead of him. When he embarks on this journey to reunite with his sister, he also unravels a dark curse that has sickened the world. He soon realizes that something dangerous is lurking in the shadows below the mountains.",26969,,,,,,,,,,,,,,,,,,,,,,
DISTRAINT 2,27499,"3,730",169,"3,899",91.88%,27499,0,112102,1542067200,6,34,distraint-2,"You are Price, a man who sold his humanity to get a partnership from a leading company: McDade, Bruton & Moore. Distraint 2 follows on from the events of the first game. It's a sinister tale about restoring hope and finding your purpose.",https://www.igdb.com/games/distraint-2,,,156,1,,,105052,105053,,,,,,,,39,48,49,130,,,,,4,,6455,,,,,,,,,,,,,,,,,,,,,,
Flowers -Le volume sur automne-,83393,652,8,660,91.88%,83393,0,124115,1464307200,6,46,flowers-le-volume-sur-automne,"As the summer heat fades, Suoh Shirahane is just one step away from unraveling the mystery of why her beloved Amitie partner left in the spring.",https://www.igdb.com/games/flowers-le-volume-sur-automne,,,,1,,,116287,116288,116289,,,,,,,,,,,,,,,5,"Yatsushiro Yuzuriha, president of the school's Council of Nicaea, knows the truth hidden within the school. The silver-haired beauty seeks to prevent Suou from reaching it by giving her what seems like an impossible task—take over the role of president and she'll hand over the key to what she desires.
However, Yuzuriha is harboring her own secret, buried deep within herself...

As the leaves turn and strange incidents continue to plague the isolated Saint Angraecum Academy, interweaving threads of emotion tangle together in an intricate story of love and truth.",10229,20555,,,,,,,,,,,,,,,,,,,,,
Disco Elysium,140050,"93,651","6,816","100,467",91.87%,140050,0,117546,1600905600,33,82,disco-elysium-game-boy-edition,An unofficial adaptation of the opening portion of Studio ZA/UM's Disco Elysium for the Game Boy.,https://www.igdb.com/games/disco-elysium-game-boy-edition,,,1069,1,,,274366,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
